Fuel,Metering Arrangement,Charge Type,Payment Method,Region,Period,Cost Value
Electricity,Multi-Register,Standing Charge,DD,Southern Scotland,April 2024 - June 2024,224.43877311490127
Electricity,Multi-Register,Standing Charge,DD,Southern Scotland,July 2024 - September 2024,224.2149207447157
Electricity,Multi-Register,Standing Charge,DD,Southern Scotland,October 2024 - December 2024,226.50015761821368
Electricity,Multi-Register,Standing Charge,DD,Southern Scotland,January 2025 - March 2025,226.10654575927495
Electricity,Multi-Register,Standing Charge,DD,Southern Scotland,April 2025 - June 2025,199.16470190665436
Electricity,Multi-Register,Standing Charge,DD,Southern Scotland,July 2025 - September 2025,192.47945998573329
Electricity,Multi-Register,Standing Charge,DD,Southern Scotland,October 2025 - December 2025,200.06694989011265
Electricity,Multi-Register,Standing Charge,DD,Southern Scotland,January 2026 - March 2026,203.01662971054068
Electricity,Multi-Register,Standing Charge,DD,Southern Scotland,April 2026 - June 2026,225.30061957760057
Electricity,Multi-Register,Standing Charge,DD,Southern Scotland,July 2026 - September 2026,224.9023697212263
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,October 2022 - December 2022,169.25
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,January 2023 - March 2023,169.25
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,April 2023 - June 2023,215.22
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,July 2023 - September 2023,215.22
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,October 2023 - December 2023,216.26
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,January 2024 - March 2024,216.19
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,April 2024 - June 2024,232.70686122692078
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,July 2024 - September 2024,232.60769453731666
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,October 2024 - December 2024,235.3247359781122
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,January 2025 - March 2025,234.98775309037973
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,April 2025 - June 2025,240.54203913633333
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,July 2025 - September 2025,233.1250601034037
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,October 2025 - December 2025,240.90224397235733
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,January 2026 - March 2026,244.0532628239027
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,April 2026 - June 2026,243.28309143765614
Electricity,Multi-Register,Standing Charge,DD,N Wales and Mersey,July 2026 - September 2026,243.1342081669879
Electricity,Multi-Register,Standing Charge,DD,London,October 2022 - December 2022,115.59
Electricity,Multi-Register,Standing Charge,DD,London,January 2023 - March 2023,115.59
Electricity,Multi-Register,Standing Charge,DD,London,April 2023 - June 2023,133.06
Electricity,Multi-Register,Standing Charge,DD,London,July 2023 - September 2023,133.06
Electricity,Multi-Register,Standing Charge,DD,London,October 2023 - December 2023,133.96
Electricity,Multi-Register,Standing Charge,DD,London,January 2024 - March 2024,133.91
Electricity,Multi-Register,Standing Charge,DD,London,April 2024 - June 2024,141.66415220646525
Electricity,Multi-Register,Standing Charge,DD,London,July 2024 - September 2024,141.5133310877486
Electricity,Multi-Register,Standing Charge,DD,London,October 2024 - December 2024,144.26786697703469
Electricity,Multi-Register,Standing Charge,DD,London,January 2025 - March 2025,144.06436169223616
Electricity,Multi-Register,Standing Charge,DD,London,April 2025 - June 2025,160.00434586125704
Electricity,Multi-Register,Standing Charge,DD,London,July 2025 - September 2025,151.02735581188998
Electricity,Multi-Register,Standing Charge,DD,London,October 2025 - December 2025,158.99573444952787
Electricity,Multi-Register,Standing Charge,DD,London,January 2026 - March 2026,162.1125261904141
Electricity,Multi-Register,Standing Charge,DD,London,April 2026 - June 2026,154.368102485538
Electricity,Multi-Register,Standing Charge,DD,London,July 2026 - September 2026,154.17683376922952
Electricity,Multi-Register,Standing Charge,DD,South East,October 2022 - December 2022,148.68
Electricity,Multi-Register,Standing Charge,DD,South East,January 2023 - March 2023,148.68
Electricity,Multi-Register,Standing Charge,DD,South East,April 2023 - June 2023,164.44
Electricity,Multi-Register,Standing Charge,DD,South East,July 2023 - September 2023,164.44
Electricity,Multi-Register,Standing Charge,DD,South East,October 2023 - December 2023,165.41
Electricity,Multi-Register,Standing Charge,DD,South East,January 2024 - March 2024,165.35
Electricity,Multi-Register,Standing Charge,DD,South East,April 2024 - June 2024,199.52918880107583
Electricity,Multi-Register,Standing Charge,DD,South East,July 2024 - September 2024,199.4939078938201
Electricity,Multi-Register,Standing Charge,DD,South East,October 2024 - December 2024,202.35771694947104
Electricity,Multi-Register,Standing Charge,DD,South East,January 2025 - March 2025,202.1597779588511
Electricity,Multi-Register,Standing Charge,DD,South East,April 2025 - June 2025,168.06262527380747
Electricity,Multi-Register,Standing Charge,DD,South East,July 2025 - September 2025,158.98402151384133
Electricity,Multi-Register,Standing Charge,DD,South East,October 2025 - December 2025,166.9864701678628
Electricity,Multi-Register,Standing Charge,DD,South East,January 2026 - March 2026,170.47282324173196
Electricity,Multi-Register,Standing Charge,DD,South East,April 2026 - June 2026,190.29039624796891
Electricity,Multi-Register,Standing Charge,DD,South East,July 2026 - September 2026,190.23101604613262
Electricity,Multi-Register,Standing Charge,DD,Eastern,October 2022 - December 2022,135.67
Electricity,Multi-Register,Standing Charge,DD,Eastern,January 2023 - March 2023,135.67
Electricity,Multi-Register,Standing Charge,DD,Eastern,April 2023 - June 2023,152.1
Electricity,Multi-Register,Standing Charge,DD,Eastern,July 2023 - September 2023,152.1
Electricity,Multi-Register,Standing Charge,DD,Eastern,October 2023 - December 2023,153.05
Electricity,Multi-Register,Standing Charge,DD,Eastern,January 2024 - March 2024,152.99
Electricity,Multi-Register,Standing Charge,DD,Eastern,April 2024 - June 2024,175.3995588059008
Electricity,Multi-Register,Standing Charge,DD,Eastern,July 2024 - September 2024,175.32534539028833
Electricity,Multi-Register,Standing Charge,DD,Eastern,October 2024 - December 2024,178.19467063768258
Electricity,Multi-Register,Standing Charge,DD,Eastern,January 2025 - March 2025,178.00020143288407
Electricity,Multi-Register,Standing Charge,DD,Eastern,April 2025 - June 2025,170.24830645398248
Electricity,Multi-Register,Standing Charge,DD,Eastern,July 2025 - September 2025,161.22566519978048
Electricity,Multi-Register,Standing Charge,DD,Eastern,October 2025 - December 2025,169.16386827533546
Electricity,Multi-Register,Standing Charge,DD,Eastern,January 2026 - March 2026,172.5975235011658
Electricity,Multi-Register,Standing Charge,DD,Eastern,April 2026 - June 2026,188.33245234102887
Electricity,Multi-Register,Standing Charge,DD,Eastern,July 2026 - September 2026,188.23575295328843
Electricity,Multi-Register,Standing Charge,DD,East Midlands,October 2022 - December 2022,159.42
Electricity,Multi-Register,Standing Charge,DD,East Midlands,January 2023 - March 2023,159.42
Electricity,Multi-Register,Standing Charge,DD,East Midlands,April 2023 - June 2023,175.21
Electricity,Multi-Register,Standing Charge,DD,East Midlands,July 2023 - September 2023,175.21
Electricity,Multi-Register,Standing Charge,DD,East Midlands,October 2023 - December 2023,176.25
Electricity,Multi-Register,Standing Charge,DD,East Midlands,January 2024 - March 2024,176.18
Electricity,Multi-Register,Standing Charge,DD,East Midlands,April 2024 - June 2024,193.6782272422326
Electricity,Multi-Register,Standing Charge,DD,East Midlands,July 2024 - September 2024,193.70239065855634
Electricity,Multi-Register,Standing Charge,DD,East Midlands,October 2024 - December 2024,196.8385044294238
Electricity,Multi-Register,Standing Charge,DD,East Midlands,January 2025 - March 2025,196.7154585011985
Electricity,Multi-Register,Standing Charge,DD,East Midlands,April 2025 - June 2025,170.6591567622339
Electricity,Multi-Register,Standing Charge,DD,East Midlands,July 2025 - September 2025,160.89334378949857
Electricity,Multi-Register,Standing Charge,DD,East Midlands,October 2025 - December 2025,168.90539750757114
Electricity,Multi-Register,Standing Charge,DD,East Midlands,January 2026 - March 2026,172.3026177060636
Electricity,Multi-Register,Standing Charge,DD,East Midlands,April 2026 - June 2026,184.40063358663377
Electricity,Multi-Register,Standing Charge,DD,East Midlands,July 2026 - September 2026,184.39894778984916
Electricity,Multi-Register,Standing Charge,DD,Midlands,October 2022 - December 2022,171.16
Electricity,Multi-Register,Standing Charge,DD,Midlands,January 2023 - March 2023,171.16
Electricity,Multi-Register,Standing Charge,DD,Midlands,April 2023 - June 2023,187.92
Electricity,Multi-Register,Standing Charge,DD,Midlands,July 2023 - September 2023,187.92
Electricity,Multi-Register,Standing Charge,DD,Midlands,October 2023 - December 2023,188.98
Electricity,Multi-Register,Standing Charge,DD,Midlands,January 2024 - March 2024,188.91
Electricity,Multi-Register,Standing Charge,DD,Midlands,April 2024 - June 2024,218.3751955670763
Electricity,Multi-Register,Standing Charge,DD,Midlands,July 2024 - September 2024,218.27453979526194
Electricity,Multi-Register,Standing Charge,DD,Midlands,October 2024 - December 2024,221.13941448274485
Electricity,Multi-Register,Standing Charge,DD,Midlands,January 2025 - March 2025,220.90850344637707
Electricity,Multi-Register,Standing Charge,DD,Midlands,April 2025 - June 2025,184.42833081997242
Electricity,Multi-Register,Standing Charge,DD,Midlands,July 2025 - September 2025,175.56393723119533
Electricity,Multi-Register,Standing Charge,DD,Midlands,October 2025 - December 2025,183.42768369543268
Electricity,Multi-Register,Standing Charge,DD,Midlands,January 2026 - March 2026,186.57962144928015
Electricity,Multi-Register,Standing Charge,DD,Midlands,April 2026 - June 2026,206.25774403539137
Electricity,Multi-Register,Standing Charge,DD,Midlands,July 2026 - September 2026,206.14788025871576
Electricity,Multi-Register,Standing Charge,DD,Southern Western,October 2022 - December 2022,183.31
Electricity,Multi-Register,Standing Charge,DD,Southern Western,January 2023 - March 2023,183.31
Electricity,Multi-Register,Standing Charge,DD,Southern Western,April 2023 - June 2023,202.92
Electricity,Multi-Register,Standing Charge,DD,Southern Western,July 2023 - September 2023,202.92
Electricity,Multi-Register,Standing Charge,DD,Southern Western,October 2023 - December 2023,203.99
Electricity,Multi-Register,Standing Charge,DD,Southern Western,January 2024 - March 2024,203.92
Electricity,Multi-Register,Standing Charge,DD,Southern Western,April 2024 - June 2024,236.1382445416592
Electricity,Multi-Register,Standing Charge,DD,Southern Western,July 2024 - September 2024,236.05526182339324
Electricity,Multi-Register,Standing Charge,DD,Southern Western,October 2024 - December 2024,238.74615607288098
Electricity,Multi-Register,Standing Charge,DD,Southern Western,January 2025 - March 2025,238.49577068803544
Electricity,Multi-Register,Standing Charge,DD,Southern Western,April 2025 - June 2025,190.2750744983776
Electricity,Multi-Register,Standing Charge,DD,Southern Western,July 2025 - September 2025,182.10483674718103
Electricity,Multi-Register,Standing Charge,DD,Southern Western,October 2025 - December 2025,190.0184010606791
Electricity,Multi-Register,Standing Charge,DD,Southern Western,January 2026 - March 2026,193.24472926757383
Electricity,Multi-Register,Standing Charge,DD,Southern Western,April 2026 - June 2026,202.73939772380692
Electricity,Multi-Register,Standing Charge,DD,Southern Western,July 2026 - September 2026,202.58003555980702
Electricity,Multi-Register,Standing Charge,DD,South Wales,October 2022 - December 2022,171.23
Electricity,Multi-Register,Standing Charge,DD,South Wales,January 2023 - March 2023,171.23
Electricity,Multi-Register,Standing Charge,DD,South Wales,April 2023 - June 2023,187.44
Electricity,Multi-Register,Standing Charge,DD,South Wales,July 2023 - September 2023,187.44
Electricity,Multi-Register,Standing Charge,DD,South Wales,October 2023 - December 2023,188.47
Electricity,Multi-Register,Standing Charge,DD,South Wales,January 2024 - March 2024,188.4
Electricity,Multi-Register,Standing Charge,DD,South Wales,April 2024 - June 2024,218.29459512502422
Electricity,Multi-Register,Standing Charge,DD,South Wales,July 2024 - September 2024,218.18496934927944
Electricity,Multi-Register,Standing Charge,DD,South Wales,October 2024 - December 2024,221.18337101332256
Electricity,Multi-Register,Standing Charge,DD,South Wales,January 2025 - March 2025,220.9494613274355
Electricity,Multi-Register,Standing Charge,DD,South Wales,April 2025 - June 2025,178.1210687447815
Electricity,Multi-Register,Standing Charge,DD,South Wales,July 2025 - September 2025,168.54007473390203
Electricity,Multi-Register,Standing Charge,DD,South Wales,October 2025 - December 2025,176.4410610308389
Electricity,Multi-Register,Standing Charge,DD,South Wales,January 2026 - March 2026,179.84715334041707
Electricity,Multi-Register,Standing Charge,DD,South Wales,April 2026 - June 2026,197.61222484411869
Electricity,Multi-Register,Standing Charge,DD,South Wales,July 2026 - September 2026,197.5609066233958
Gas,Gas Meter,Standing Charge,DD,North West,October 2022 - December 2022,99.02
Gas,Gas Meter,Standing Charge,DD,North West,January 2023 - March 2023,99.02
Gas,Gas Meter,Standing Charge,DD,North West,April 2023 - June 2023,101.2
Gas,Gas Meter,Standing Charge,DD,North West,July 2023 - September 2023,101.2
Gas,Gas Meter,Standing Charge,DD,North West,October 2023 - December 2023,102.96
Gas,Gas Meter,Standing Charge,DD,North West,January 2024 - March 2024,102.89
Gas,Gas Meter,Standing Charge,DD,North West,April 2024 - June 2024,109.92843753773786
Gas,Gas Meter,Standing Charge,DD,North West,July 2024 - September 2024,109.83465505755764
Gas,Gas Meter,Standing Charge,DD,North West,October 2024 - December 2024,110.41390230675817
Gas,Gas Meter,Standing Charge,DD,North West,January 2025 - March 2025,110.3819408320518
Gas,Gas Meter,Standing Charge,DD,North West,April 2025 - June 2025,113.85120627291016
Gas,Gas Meter,Standing Charge,DD,North West,July 2025 - September 2025,104.01537079749927
Gas,Gas Meter,Standing Charge,DD,North West,October 2025 - December 2025,118.80035003702336
Gas,Gas Meter,Standing Charge,DD,North West,January 2026 - March 2026,122.47149666132167
Gas,Gas Meter,Standing Charge,DD,North West,April 2026 - June 2026,101.5845749514562
Gas,Gas Meter,Standing Charge,DD,North West,July 2026 - September 2026,101.39376387539004
